Year,Month,Rainfall_mm,Maize_Yield_bags_per_ha
2011,December,0.0,17.291849023592835
2016,August,226.08755851570442,26.618599071525598
2021,September,199.31740498392875,24.21494617964972
2024,July,245.70189546947532,23.490448747893556
2020,August,261.30424344626573,20.86352774434708
2019,November,0.0,17.35260578414496
2015,April,10.066975972242112,18.13789635809762
2013,July,271.49153974513064,21.68519939263629
2021,September,207.22043489862958,22.470329814499124
2019,April,30.32099947101714,18.67770701216696
2024,September,204.09557423240324,23.53467684665243
2021,August,218.08374876649242,25.571392553466218
2022,March,0.0,14.645299015514931
2024,January,14.117727996299546,17.128717022213177
2021,January,29.225139671847195,20.23030075307135
2010,November,0.0,15.334626759702878
2017,June,194.28943946183347,21.774390049267723
2010,May,82.8940162527347,21.049606562183033
2018,January,0.0,15.374986936503287
2016,February,8.26392233020439,12.806228085355032
2012,April,25.063192979159982,19.230121238438013
2021,August,246.40551718297334,23.028955835880613
2016,June,203.87163227627784,26.18948427269323
2018,February,16.611053545795325,15.34199115210599
2010,August,247.1490114826677,26.038264378721127
2018,August,234.05056412082405,28.31943963373107
2014,April,11.115535990219234,16.508225371518996
2018,May,86.91271605990495,22.846968942437357
2018,August,216.86667461047088,23.500170893316255
2018,August,226.6181819947715,24.618700228035287
2017,December,14.916710632633611,18.116264645724215
2019,January,0.0,19.364139305855762
2018,September,201.42919910931303,23.309238546674028
2022,May,99.3569187848641,23.401387680644085
2014,January,0.0,15.675833334684151
2012,April,9.887915685695392,15.509839645692832
2014,November,0.0,12.414657420520696
2012,February,14.187547053230759,17.922468007365307
2020,August,250.72325394114557,25.13931691086334
2021,September,201.86510315022304,23.791124182835226
2024,February,24.59495796646783,15.03974679348296
2018,December,0.0,13.351599857153511
2018,May,113.20084088708965,25.546938730822575
2019,September,204.30957855567493,26.966573047557233
2022,August,229.8107582638202,24.952856748076943
2024,November,0.0,16.97376420776983
2020,August,241.27163651171705,23.103850190932647
2011,December,8.11362777841485,17.88886084773327
2015,August,232.97482207729797,24.035949125058835
2022,October,37.123390495375205,13.879760301953008
2021,October,56.00689447120593,21.605523646906864
2010,October,56.93100213630088,16.557083093938715
2010,April,13.737258548852882,12.270314721442539
2016,October,73.54551661481277,19.428123725921697
2023,November,18.831054141898445,19.099110554664794
2016,December,0.0,13.014430097464512
2020,May,102.25555324579507,21.498092225298635
2023,October,54.53726963237311,19.31207580499621
2013,October,26.2826237830155,13.4503544364409
2020,November,3.4002637274189578,14.520644451875196
2020,July,237.70365274628801,25.392814216108313
2020,October,70.60163414948667,20.864509822047555
2012,December,0.0,16.28028606622777
2011,January,0.0,15.726306109495395
2019,July,254.27828957733232,24.70528112607505
2012,December,0.0,13.75728946038212
2019,August,229.826051207648,24.454983295134276
2023,October,60.211168696519756,23.68861158337587
2015,April,11.575517794478904,15.494813141522208
2014,September,214.2450802831812,25.241336219980155
2013,August,262.0147726678196,23.559529125293434
2016,September,179.64325071930094,22.3337051094296
2010,May,73.72731626411607,22.935938676988787
2022,March,20.828952346305122,21.09809755942032
2024,May,109.6465799848486,25.84079604272148
2014,April,10.29975501019473,14.047716421632307
2013,July,258.7511899862633,23.974836527203042
2024,June,196.6116656151134,25.691958730913477
2019,August,247.8477822368731,26.186637253368477
2013,April,38.42478377225434,20.07537814970081
2012,June,207.68704308844391,25.798153398355147
2019,March,0.0,16.79312934982628
2018,September,176.08257396711107,27.10317923657482
2023,January,0.0,15.851606573589468
2022,July,233.32269062360763,25.253785165546564
2016,October,52.49112161108137,16.932933863273323
2024,September,203.31049446527717,23.68114470066986
2021,January,13.217200812200536,16.657700745993463
2016,December,5.931314780820572,13.994889937789445
2022,June,186.16001652858958,24.07133898670808
2021,June,207.85053720363834,28.122058448851604
2020,April,6.922423723856856,18.166942066428117
2011,April,0.0,12.891621197815422
2014,November,0.0,12.574982621118556
2023,November,0.0,16.105997824275597
2019,November,0.0,16.03881079521022
2024,November,10.357090291822695,16.89761894206803
2017,September,206.8664476422556,24.644393624841243
2019,March,0.0,17.39562836164159
2011,November,0.0,13.40880740247515
2011,January,0.0,13.454378161406975
2015,March,0.0,15.968107843126933
2010,May,102.22512608869191,21.389660563572782
2012,May,89.68441940576884,24.70159478011857
2023,June,202.44600176600912,28.99898318011318
2019,July,263.70192260612293,25.18678258273146
2021,September,176.18197174316296,26.52334750133584
2022,March,2.2033979745463403,14.414546885384235
2011,May,99.52023010798793,24.947325060661605
2020,August,250.51247386506319,21.751449706144513
2010,May,108.13688370388931,22.175532670711572
2023,February,15.250246784464293,16.250555509671752
2012,September,193.71700622396563,26.476039072156524
2020,December,0.0,19.170390148553867
2018,January,0.0,14.084664633490288
2015,March,8.553178349126114,17.350424536614653
2013,June,193.49286419142442,24.830601378770446
2012,December,6.158251279914248,15.471574965667411
2012,December,20.89771886902359,19.08463747013913
2018,January,13.092365265084519,14.710238993417976
2010,June,193.80917363391447,24.341860119623114
2020,February,0.0,16.000328367891534
2021,October,44.935313633302755,20.838066808700184
2018,April,2.947126556585026,19.033765227312667
2017,July,232.55501012111907,24.609995947751592
2014,November,11.877889655821013,15.379205943625685
2016,September,209.78702965149427,22.275452663761467
2024,February,33.781765487738404,18.614366898766697
2020,February,3.0538288804668063,15.008652212986194
2012,August,255.1337890408908,22.137563539606802
2019,April,7.759634658658337,15.656903768956868
2020,November,0.0,18.92108781588363
2018,August,234.50408113177915,25.772025114354935
2010,March,6.142051254716589,13.962955996460787
2015,September,196.91067936180906,26.48221423567812
2010,April,16.176079973705402,19.334742859867525
2016,July,261.32273089172793,24.85381374141014
2017,February,5.105148415905045,13.663852371250247
2019,January,0.0,15.672481881333441
2015,August,251.18680070298532,19.13658901218114
2019,November,0.0,15.59617845064637
2022,October,48.836836155266724,22.421415013103655
2010,July,252.32670111376305,26.05103830796191
2021,October,49.760592194746515,21.786263981374915
2021,May,121.5259959179128,26.59762415252774
2014,July,229.617876098569,23.754067756355354
2015,October,47.822529418253055,20.73724395133608
2016,September,207.295303325218,23.09870457686383
2023,June,196.01757770875406,20.883176496990934
2022,January,21.629175087028347,16.450856063562075
2024,June,195.83795909766746,24.30544828751006
2018,February,29.190413625201224,12.501927714443877
2024,March,2.750844865111365,15.36318358619506
2017,December,0.0,18.732453091271267
2021,August,229.69005811716343,25.8028617917652
2013,May,102.34379183059126,25.713892504895867
2020,August,232.99216372833743,22.691611376769206
2013,April,35.44104861216098,19.581455488754738
2010,June,171.8259397998486,23.901345393026748
2018,March,8.795739807720913,17.8822588306975
2015,January,0.0,9.451488020366119
2014,May,104.8483477860555,20.865027370966345
2016,November,0.0,9.61534815003172
2024,October,65.20971290296612,21.304191897264094
2016,January,0.0,18.058048725925524
2016,November,9.559870245346088,19.517648736208855
2017,November,0.0,15.210898752092074
2016,September,172.7492993757798,24.525463538426447
2017,September,193.27076219349985,26.200393335767217
2017,March,3.6834582171284747,16.920557404678508
2010,February,22.551601997083413,21.872857944660836
2012,April,14.270550170708134,14.87807943645131
2013,July,249.69125422974614,21.93837867088638
2023,December,22.229411526548038,16.966096345931735
2014,December,0.0,14.337368557697765
2020,November,10.776261352074615,16.093503916942623
2010,October,43.37499769804427,22.73078645904424
2015,March,0.0,15.351132148065988
2011,June,204.78459227415345,21.553046974907048
2024,July,253.20390752108887,21.282141026132262
2018,January,12.341741712510037,14.641910504563638
2023,March,13.391535477732909,18.884151997449163
2021,November,12.921547884492075,17.128070548081983
2011,December,0.0,14.127160847330313
2020,January,22.06552036225656,16.118019602131277
2019,September,181.44400889645004,26.330112321557753
2021,September,185.05794795220257,23.092198153821588
2023,May,75.34593606745352,20.748438391799706
2013,July,244.7592746415526,24.228054359691388
2014,June,209.26959366449225,25.796783113346244
2018,July,243.1369167067023,23.407727571871842
2018,June,202.65236203372774,27.39120147414502
2019,November,1.8947129922480028,14.54529031354507
2019,December,0.0,12.389589471175551
2011,November,9.994045080652848,17.485349634867386
2022,July,254.66045287659992,23.070426140174188
2014,April,40.104021188376265,18.160497544531683
2016,February,26.32903855810808,17.838084892878285
2024,June,185.87473852980995,26.17470684879743
2018,August,249.1445417802599,24.27965522113322
2018,April,20.21917633084298,17.265240352848064
2024,February,47.82557989305658,22.127490091210316
2019,April,29.84240342478268,18.45940717363306
2018,April,34.10735800895004,19.6505906566443
2010,April,19.393071291610536,16.654495684725664
2016,July,244.78623993505968,17.399971462766953
2024,April,22.159012589464627,16.548914647759446
2015,December,23.89004997424326,17.72759319251023
2024,October,35.16554870697557,18.607134207338326
2023,February,0.0,16.226814831424935
2017,August,247.36421046509227,25.554298206740963
2014,October,41.13677312458152,19.28311745898011
2020,February,0.0,16.68298956384943
2016,May,104.78306770660183,24.29433397096625
2019,January,0.024285470354116802,16.11216843544061
2020,October,77.06508662462895,21.25113256843743
2010,May,99.07967775565126,20.863317835998405
2014,December,0.0,15.475626586186616
2014,September,213.5590032005286,24.14957634275293
2017,January,0.0,14.466229510991251
2016,February,3.9786499373351543,16.294888208052683
2012,July,223.54113532232034,26.99313001378647
2018,August,233.01866552805808,25.600513302563456
2011,July,226.95002103909187,25.676388918421086
2018,April,29.07916911721746,18.93527498570696
2015,August,228.08357217300312,24.805487405321234
2019,February,0.0,14.77447348980763
2020,September,212.4411965143299,26.277674484757075
2015,December,0.22774413810649682,13.354967654852084
2024,July,255.6838156826129,23.320350488512133
2020,April,0.0,16.845259652633036
2010,October,52.63650749195462,22.538464728812066
2024,December,0.0,8.926592373607999
2024,January,4.186257875177778,16.3099857773839
2019,November,0.0,13.323000908266788
2024,September,238.32826615579853,23.368122781869893
2021,January,10.964384645643241,15.126768567795418
2015,August,211.64545651720266,24.35905303095354
2024,April,15.015931595708423,16.03432067449367
2018,October,51.28038746740411,20.55791494812879
2021,March,0.7482457311929012,12.832630241571831
2024,March,10.292771873429082,12.46109350583396
2019,February,0.0,16.758360989403137
2011,May,104.60530408203036,23.179901218082996
2024,December,0.0,13.86417811865185
2012,December,0.0,12.088212062851774
2016,November,0.0,16.584660676353362
2016,October,74.40958046433825,20.81632948536778
2020,January,11.347325314741475,12.638762455277572
2024,October,62.89176861670417,19.27780181322797
2024,June,199.61018425061954,24.389127365617608
2019,January,19.80621014675751,15.55251361105672
2023,January,9.414094463427466,15.711119723087199
2010,December,0.0,14.912292213681582
2022,May,84.31490343258831,22.22511075665219
2014,July,245.0602766681727,24.212628616771706
2013,June,196.26757718539295,26.516598878979657
2014,February,25.85262924071053,15.770329782743843
2013,August,256.03158750886155,20.89308645604499
2016,August,251.81783832206602,24.69213699902941
2013,July,217.33024662506244,24.767894299132426
2017,June,187.97255829959528,23.463400978377116
2021,July,266.2627849604851,21.460261297983497
2023,January,0.0,15.431389880010189
2017,June,205.28384619447624,24.524920964463966
2015,October,70.49555818503879,22.464584490766313
2015,September,164.32683020402854,23.867371597549976
2018,May,88.57236850972451,23.451018366882362
2015,September,157.62774415438832,29.947864067948995
2014,September,204.96539142341314,25.110772377158113
2019,February,29.723515746287195,22.912401589728333
2012,March,16.06119966882605,18.834847116735883
2018,October,54.960350366965734,20.026474299160512
2020,April,11.863068339926482,14.866767680151646
2013,June,184.69478850450753,22.29227575958342
2018,January,0.0,11.910664845547227
2024,January,2.8637478621556602,15.51416323748273
2011,September,199.20402947580033,23.845098435527795
2024,February,58.15290555270755,23.266217472786405
2018,July,227.33186249872915,24.793644612574216
2013,September,187.87990785594013,22.95241266223974
2018,September,176.89891893314098,25.861548370383538
2018,January,0.0,17.21565204805041
2017,February,26.906733217956585,20.71656427022352
2012,June,182.21419850888844,25.949260418872992
2015,February,21.486813249634512,16.513714537665194
2012,June,183.42342063910687,28.215525388890267
2016,April,22.412438135980807,18.82178360514965
2019,March,0.0,12.841431066955614
2012,August,234.45825338261835,23.86224681677437
2013,August,227.03669989773977,24.316575041518224
2017,August,217.6724221789725,22.334141737211034
2017,June,205.06366872415313,26.01912479358156
2015,June,189.12184851919702,22.939508945723944
2021,October,37.588946727109835,18.169191079829183
2018,September,206.66777737467936,26.64314027765701
2023,March,0.0,12.973015148030434
2011,December,4.017654567995,14.061994287623444
2014,October,45.226210417081965,22.201359873311876
2021,June,207.40673142848652,25.090609946224948
2012,August,223.92121498330914,24.8440711972583
2022,June,210.9398593618129,23.9615501992703
2010,October,73.26671134980073,24.16789210721039
2013,May,121.9559924821521,24.599754210443113
2021,May,105.81087549709018,26.177166718309707
2015,December,6.710909056034635,14.988799072363808
2013,December,0.0,15.757109907547479
2013,January,0.0,14.993482169271616
2014,March,19.448206773453805,12.884428805191545
2021,October,76.01723152691773,24.001023595608327
2016,February,5.103530762542856,16.91014917022498
2024,July,246.0472159035949,26.15131031829254
2016,February,26.74024714154912,15.15329299976395
2013,September,205.80893620196264,24.38891393635041
2018,January,1.2424885577714986,13.957381828954835
2016,May,123.22205603681253,26.113003163599096
2020,June,183.9034325404055,22.326207750500288
2019,May,91.21491053533228,23.504167658807894
2018,February,15.603087659193346,19.398362213379226
2017,March,14.848795832712785,18.75666198013432
2014,October,57.90283100915656,17.749086936904444
2022,June,192.06452203279648,27.07651367225338
2011,August,242.2271560721303,24.844515051399917
2017,May,92.218775271308,20.62871327845557
2018,January,0.0,15.898094886065309
2014,June,185.16468420807834,24.52057532139591
2024,November,0.0,17.518489835128193
2011,June,190.58316363617948,27.871910084487318
2012,June,217.93121775811363,24.406274886372483
2021,January,0.0,11.108204244533326
2023,October,30.919443904598126,15.584826688488402
2015,December,20.67704441192257,17.616507921257746
2011,December,5.844067861379817,11.460071372408244
2012,January,0.0,17.054159552892575
2016,August,247.3016116857388,23.346737361979415
2016,March,11.472635379001838,19.75115382444197
2022,August,239.68436304694424,24.070072647620307
2015,April,21.888953780969576,22.284488389605077
2015,June,163.5096560337146,26.284866596339697
2011,June,193.27796626861405,26.08065213589922
2014,May,87.13941169007913,22.315143279903715
2018,April,29.671158691982427,24.446192243384342
2013,December,12.120542841031071,14.848815163141957
2012,February,5.643604769659452,14.973126015916677
2019,February,0.0,14.619819616597127
2010,May,107.99243622732618,20.896008989703702
2016,September,212.7272397657589,25.654227975363035
2016,May,85.98650017043443,22.065379280263187
2023,November,23.974827114615497,19.163939254837494
2015,May,97.13175482347222,22.464489548486895
2019,July,247.1491360567749,22.62377094216401
2010,August,211.42875741421477,28.788025783288994
2015,April,21.329874987991023,18.243431958847108
2019,November,0.0,13.809766398550826
2012,November,0.0,12.081210475611378
2021,December,34.156297470799565,16.149860332927435
2024,April,3.5205057422923076,14.775978023190314
2011,January,19.321135872785664,17.283708785361767
2015,June,176.45796305954306,27.50491291380841
2023,March,13.96500940178222,17.806584483547827
2021,October,63.736013617562605,25.733529442304228
2024,November,32.77642342554168,17.124134864180792
2024,February,36.35827489216729,19.576452821931547
2019,February,19.48643724206624,13.8860771879398
2021,June,192.44421351917705,23.327895284293607
2013,January,12.420882223399639,18.717332786370502
2022,May,65.88270473475532,21.04910314839495
2010,March,19.82792257191378,16.930113759084456
2020,April,29.935954675035468,18.946565625466267
2016,October,58.124903479289394,20.00130829828365
2018,June,176.75128793796435,22.753773466131342
2023,April,29.64028771682976,18.256503587674445
2011,August,240.92231633089162,23.03876132721893
2024,April,14.422167317788723,18.869017986254775
2022,June,189.9713387719796,22.288042294325187
2020,May,108.1547766331026,23.041725836078754
2019,July,246.47093798299164,26.889640933897404
2023,November,0.0,15.858367346237452
2019,September,179.3161476305251,24.56052079907911
2015,September,206.14289067812902,21.684217312414937
2017,November,3.012676396735644,15.804228330415631
2013,July,246.6193118338116,25.742877984553296
2012,July,251.01657772272782,26.443137503278415
2012,March,0.0,15.551849134436697
2021,February,13.267001795849211,14.521523205446236
2012,May,111.34442503137019,28.23527021942369
2010,September,196.74490888274252,25.925924584500127
2016,December,1.2677771372299087,13.989268413345572
2021,August,215.68859583296975,23.20635027205055
2024,October,32.120624285724034,21.847711227625037
2020,January,0.0,14.58816134190566
2024,February,25.33730737181709,15.580333246988287
2023,May,85.49703942993172,22.456901671544877
2020,April,34.43153487135221,19.64631667836447
2022,June,198.72487713773825,25.051049163325015
2021,January,6.003537832901627,16.320875156258563
2021,May,81.55041587834596,22.18446225914831
2010,October,36.89467011623371,19.018424453459176
2013,February,4.790280877676379,20.86922954308866
2013,July,245.40158424372433,20.90831070100013
2019,January,0.0,16.318717491275777
2013,June,220.10045919228784,23.33868115189286
2017,July,222.2635803896454,26.097810954656357
2023,May,76.29101941150523,20.901023320573596
2014,October,49.13569271733509,19.723093017228262
2015,February,22.337466856115036,16.17548912822324
2016,March,0.0,15.251459294101224
2013,September,199.24396936278183,25.08455524236514
2013,May,103.5400866283387,24.93384351344289
2021,May,102.88951173476453,24.12336282686753
2024,November,0.0,15.380455398331362
2016,August,250.19261322002413,24.97978150394413
2010,October,42.61473838649309,18.019508417639187
2018,July,237.388489870746,25.08479616888927
2023,October,68.50821582386313,20.455954403783313
2020,September,210.61943470440573,24.965694683843978
2016,February,10.135713342563456,15.921068775872131
2012,March,14.199170469032357,17.404181111627047
2020,June,229.13738141471455,22.57120603831681
2018,December,7.771525530449636,15.042803754944407
2010,December,0.0,15.258265725930057
2010,March,5.06028719110554,21.655176174822643
2019,April,16.23781276475197,14.694226350608904
2016,March,7.0951607624157855,11.88189489537481
2017,May,95.62064826093601,22.896088064618915
2022,February,23.919005744178172,19.638861468489928
2012,April,11.44645571638424,16.175682783569485
2017,February,0.5081875408399359,13.078681668422327
2023,October,57.64842169070952,17.961856288374467
2015,February,5.780596491422053,13.903931912536114
2022,December,8.245247794353896,19.75295172696611
2022,November,0.0,11.573963034204862
2021,April,17.12669671974899,17.073081715489327
2024,October,56.279889601359464,19.51535925441577
2019,April,15.990410517618523,17.665277188427414
2016,April,34.606463389672584,14.748118312945847
2018,March,0.0,15.707617587882128
2021,September,183.23035843083895,28.45920869885709
2024,May,87.46885179656894,22.348810609631837
2010,January,8.340331452634361,14.97731788065878
2016,March,0.0,14.422690946166934
2021,November,15.441608338905608,16.20237046660388
2010,September,184.30348547811533,26.845788422827336
2013,April,14.03837655965421,15.716700236213027
2013,December,2.241841344949643,17.06211152870736
2014,February,47.72570297598819,21.405525319355895
2021,June,212.39759949582518,23.673186266096724
2013,May,81.61197841045785,22.220601861546985
2015,October,54.607548728893946,18.12599446653779
2016,October,50.370582051439804,20.757499404133515
2024,December,5.405900925271203,16.86364587725368
2017,June,199.36447095206165,23.873487860883916
2015,December,0.0,12.882097204012249
2010,March,29.771625587776423,18.256331385676816
2015,November,0.0,13.422415837095084
2016,September,241.03486853491668,21.73576738243184
2022,January,0.0,16.111673672572124
2012,August,252.00319448616418,25.360526105567654
2011,January,27.114127616538948,19.000088318585846
2017,December,0.0,14.766109749756438
2015,May,101.61748558770827,27.29330651333371
2021,January,0.0,17.685153010450456
2024,January,2.698715543196252,17.24493742944923
2012,May,95.47007925046103,21.171542489170346
2014,November,11.26309169101998,17.767218786509304
2013,May,111.58085448609583,23.569036887386893
2014,August,234.00266965020225,21.007539511147655
2013,July,258.2905990220911,24.008953596316616
2023,March,0.0,14.202852653406753
2018,September,189.99861782072838,22.004039428537666
2022,September,184.734764050923,22.725613889201917
2015,August,236.81281482168094,22.554296224952093
2013,November,0.0,19.325180461138963
2020,December,18.78811096543846,15.645179207132495
2013,July,250.08632094980416,24.361302464358904
2019,November,17.866287821602153,15.476587759255576
2024,November,16.38160175973639,15.872895318773281
2017,August,222.9620639374708,25.894551437298794
2021,September,216.36137636183642,29.779173039783235
2022,April,1.0041210236467961,16.785981963006396
2011,January,0.0,16.846717421048062
2023,August,220.94265673153123,21.971570106532074
2019,June,183.36187765250276,25.15453742493105
2023,April,9.38378100192467,17.585140432267078
2010,December,15.403419273868716,18.071544766470556
2015,May,121.28181459491302,24.797305669730832
2015,March,0.0,18.00675302707668
2010,June,185.92265646591005,26.810313641487184
2022,April,42.60601324832659,20.250243742805097
2010,May,74.55761780253025,19.828146877937233
2014,November,19.841167003277032,16.966499092652708
2010,September,198.1936030241325,26.4183466750273
2017,November,10.444842931204851,16.932914238183784
2016,September,193.869974431693,24.316950251314537
2018,May,109.86848237937015,24.631610133003772
2017,June,191.14049999073316,27.126991403973225
2018,November,0.0,13.576675651331215
2014,May,85.61543951644983,20.369984750078583
2021,August,238.91384975094468,26.426196048929324
2023,August,230.92357228454236,24.598988457770503
2022,September,187.1496598155888,24.46404662681353
2012,May,74.34938182022123,21.210307605156107
2024,March,0.09441930292556933,16.37077049828592
2024,June,198.34921369883057,22.502207657086306
2023,January,16.26297366065314,17.3776619421084
2011,December,2.9759027576623,15.580375991890334
2011,July,238.2336382916667,24.41825769089205
2018,November,7.133826538928736,12.541394439186934
2020,January,0.0,14.770106059192823
2014,December,3.842559085414172,18.07718881498151
2015,July,234.42388778104828,23.115488438003073
2013,September,189.31198834030175,23.370930881735944
2017,March,0.0,16.821604439975943
2021,June,179.1924675695348,25.855433157717933
2018,August,217.47146654972497,23.456090765499443
2014,August,238.05766049673022,27.338511763122053
2012,May,92.87796542870969,18.320438380745834
2018,May,67.01666639708125,21.238489071084835
2021,January,9.20656283684863,16.999792261853507
2019,April,21.513551587014856,19.789132895842794
2015,November,0.0,17.069821112053653
2024,June,170.51977672460373,23.163141944118458
2011,October,25.894379076022755,17.32574667855104
2017,May,96.30608174100486,23.126801398390032
2015,July,246.92825029330703,21.801076132179478
2023,December,0.0,12.285106662788504
2018,May,117.44843462698375,23.218938355019578
2020,March,0.0,18.457880656888168
2011,April,0.3663019967615604,13.068346134440462
2020,August,226.55669512697153,24.213999478257307
2021,August,249.47447444456395,25.031340156431156
2015,September,235.57992976242454,19.574396513879655
2013,November,9.131033836866255,15.126877775558095
2011,February,3.203772766668399,14.383383954310299
2016,August,229.36845493788041,27.637876366320846
2017,March,15.63445990520854,16.941582725918998
2012,March,23.265236287305004,14.605206222579952
2024,January,0.0,10.924064535610626
2011,January,0.0,15.603397053409507
2022,September,198.542878668985,25.195532317319948
2017,April,0.0,16.886309485228047
2010,October,56.59441277358497,21.8974268753231
2019,August,214.60856733614924,25.263655837677344
2022,March,0.0,14.485353494897277
2013,August,251.01547347954576,23.669227970454607
2010,August,230.22690030331023,24.255723858145238
2017,April,0.0,17.580534791796595
2012,June,191.92073970755624,27.19446867795806
2023,September,189.10202469355934,23.927993967130185
2022,April,7.537198200432304,17.82932246201906
2014,August,232.35853264007287,25.46676608276388
2019,August,237.26321403496064,20.064350695732646
2024,July,237.445288983203,21.651795203365193
2019,July,246.50854085523505,21.29216872664328
2013,January,13.889626510719252,16.54005142506944
2017,June,192.3360600786189,26.266130762096175
2020,December,14.458604011137938,16.73861636067833
2015,May,85.43199550676064,18.76912852562574
2020,November,0.0,14.045575506704077
2023,December,1.6058617948844514,14.762365673940186
2019,April,29.318994580771424,16.962603839213745
2019,May,96.14438249720587,25.258445510361305
2022,February,17.127378209324498,16.921677637932344
2010,January,0.0,14.013537206570048
2011,March,0.0,14.197986268434203
2019,November,11.334987581164718,16.021857533141706
2021,February,0.0,18.816338586119567
2015,December,4.799477867177446,12.977546312289567
2016,February,5.372266091387642,16.0733191306397
2022,June,220.56888139946065,22.29002484208121
2011,September,211.6406107903392,27.498634378588967
2014,April,9.570185423881448,15.73107625334449
2011,September,181.45536128939344,24.59244229489459
2012,November,0.0,16.599299996164742
2015,June,211.3527520653067,23.20890935213613
2012,September,167.4901240366101,24.910561342461694
2024,August,247.4030629495296,24.13588350687661
2015,January,0.0,15.52950419932787
2023,November,22.731672125283716,18.343470252172242
2021,August,237.39947362495374,23.01119449408148
2024,March,0.4522146348340401,18.60225775480057
2024,March,0.2504893571070408,15.267445338050736
2021,October,45.765296435955456,21.792280022605855
2010,July,275.39755882117015,23.17101783015119
2023,November,1.2415935567813863,15.48719530411279
2021,November,0.0,16.770301728569635
2010,May,99.01249623993765,23.888991371735614
2015,October,42.328067088744426,18.54501790858944
2012,March,0.0,17.32324596814608
2017,October,47.3186024509536,23.884014667549167
2012,September,203.46293628522557,22.283481866271174
2023,April,17.071805601220646,15.73297079667324
2018,September,164.08426295269965,28.122948674499938
2020,October,63.54713813330006,21.998033924715216
2013,March,5.481054904495563,13.098906203440817
2016,November,0.0,16.963561549568027
2021,October,37.23169955326246,13.821625083763395
2016,June,191.5934098832861,24.67616274612836
2022,January,2.033451246220637,16.955409544429674
2016,June,204.56408718346813,25.336521296740738
2024,September,214.93297082130064,21.595966703252817
2023,October,60.568727217160856,21.973928051115205
2015,April,0.40656570879640697,12.31811829048256
2012,May,85.81086810286598,21.015439344708703
2023,May,108.30129195253646,22.228711011915184
2016,December,0.0,14.056732526610883
2010,September,213.77948501231316,24.68377066644478
2022,May,94.31123461964633,22.577219648875108
2018,November,19.38090501489784,15.762108444643538
2016,July,265.7326243641016,23.215967733736164
2016,June,192.59370927036977,29.954220541912584
2012,March,0.0,14.572628480865989
2023,March,0.0,17.18492394107234
2022,January,25.337834004775186,21.163729885708936
2017,May,115.35923129719006,23.351230370861018
2018,September,191.5213853376523,21.61783775898227
2023,May,127.53810302772689,25.112280966118114
2022,December,0.0,17.936113777973937
2021,August,228.40853224859998,25.110228270106226
2016,May,94.41056298563748,24.079688761229942
2016,February,11.046396912208177,13.534548218873422
2012,March,4.133645590050567,17.819035899716944
2015,January,0.0,16.830230243178175
2017,June,179.3170577148892,24.947338490410857
2024,January,0.0,16.77396168020942
2016,February,12.472373433929937,17.960495653815038
2022,March,19.31565639236799,18.637399666058116
2012,October,57.09677651440467,18.472014780032133
2023,December,0.0,14.213819195968334
2017,May,91.8390406494366,21.919225272415993
2013,June,180.30111637826633,21.085295620410044
2017,October,42.9778542750835,19.754238378130243
2015,April,0.0,15.31136447294325
2024,June,223.50402636466447,26.47833301752325
2021,February,36.653122636807936,19.617757578932046
2015,March,20.51264734479669,15.921205841974869
2024,January,0.0,9.801719587725056
2011,July,263.7921821106345,25.974309024781252
2011,December,0.0,14.772096587205532
2019,April,7.692068294635579,16.858300104380824
2011,April,35.87398817954861,15.282763867257252
2013,August,249.1415779596338,23.012489115737274
2013,May,98.70091587950034,23.93512567969896
2020,June,192.1769634184077,24.74834276176047
2020,October,49.79187248668042,21.854385462419092
2012,November,6.281399401912449,16.38772141734736
2024,September,177.93572418361575,24.24156214317986
2010,June,208.48003740508761,24.832059387069286
2014,January,9.892972043837075,19.852103312631627
2016,June,210.57909103813225,24.905792432783972
2010,November,0.0,10.172900807888205
2024,September,194.4742261629072,24.285124041461806
2021,January,5.855492915930635,15.594296741784579
2013,February,7.1942241084480845,12.48265128454118
2024,December,0.0,16.233302081601117
2012,September,222.7386144669904,24.256972482541343
2023,October,57.91716610361185,22.433690814253683
2021,March,0.0,16.013628086570886
2011,November,0.0,17.009648876982023
2018,September,199.271045719276,25.485491667028555
2014,February,0.26102103872116444,16.72223455180866
2010,February,43.27069381846524,17.375705658478427
2011,October,47.90361488528714,20.228378460223826
2010,July,257.79609317993726,22.065237795202616
2014,January,0.0,17.99837898832805
2013,June,206.40759179376215,21.304896667722875
2011,February,2.8864681233066616,18.725603906903714
2022,January,21.71694627686799,19.361222516581922
2017,August,240.35831349060206,24.07303703539608
2017,November,0.0,17.536479566537675
2024,February,0.0,13.668400690231591
2022,August,258.1541188025402,23.078857203236407
2015,March,23.67701033180712,16.325912456398324
2022,February,11.178324594917623,14.604946604338398
2017,March,3.110440221353507,12.655931218397399
2019,November,0.0,12.407492270143766
2022,January,10.408848497868872,17.804831079173667
2021,November,0.0,17.94777149100115
2012,August,280.46122689629783,22.06427534061985
2020,January,0.0,20.928661182006095
2010,April,0.0,15.320212933738198
2022,September,199.69433408947884,27.57393520233643
2011,April,24.396084626901825,16.738958664591607
2010,September,182.73223444418065,24.31411682799034
2010,June,179.89608958582284,25.095647400357116
2019,January,0.0,12.2919244134205
2016,May,115.82718682562356,22.769209967927893
2011,May,77.97794792537032,21.54093199816938
